numero_proyecto,fecha_ingreso,iniciativa,proyecto_suma,numero_ley,fecha_publicacion
13301-06,2020-03-17,Mensaje,"Modifica la ley N°19.884, orgánica constitucional sobre transparencia, límite y control del gasto electoral, para ampliar el plazo de prescripción de la acción penal de los delitos contemplados en dicha ley",21333,2021-05-12
14173-06,2021-04-13,Moción,Establece los días 15 y 16 de mayo de 2021 como feriados irrenunciables para todos los trabajadores del comercio.,21341,2021-05-12
10755-11,2016-06-15,Moción,Establece normas de reconocimiento y protección de los derechos fundamentales de las personas con enfermedad o discapacidad mental,21331,2021-05-11
10563-11,2016-03-09,Moción,Sobre protección de la salud mental,21331,2021-05-11
14020-06,2021-01-19,Mensaje,"Modifica la ley N°18.583, orgánica constitucional que fija planta del Servicio Electoral, para adecuarla a la creación de la Región de Ñuble",21335,2021-05-08
14067-03,2021-03-02,Moción,"Modifica la ley General de Cooperativas, autorizando a las cooperativas a distribuir los excedentes o remanentes del año 2020, sin necesidad de celebrar una junta general de socios",21328,2021-05-08
14224-13,2021-05-03,Mensaje,"Establece un nuevo bono de cargo fiscal y mecanismos de recuperación de ahorros previsionales, en las condiciones que indica",21339,2021-05-08
12741-15,2019-06-25,Moción,"Modifica la ley N° 18.290, de Tránsito, para extender la vigencia de las cuotas de transporte contenidas en los medios de acceso a los sistemas de transporte público remunerado de pasajeros",21329,2021-05-07
12827-13,2019-08-06,Mensaje,Modernización de la Dirección del Trabajo,21327,2021-04-30
14054-07,2021-03-01,Moción,"Modifica la Carta Fundamental, para permitir, a los cotizantes y pensionados del Nuevo Sistema de Pensiones, retirar parte de sus fondos previsionales en las condiciones que indica, y establecer un bono de reconocimiento compensatorio de las sumas retiradas",21330,2021-04-28
14095-07,2021-03-16,Moción,"Modifica la Carta Fundamental, para permitir, tanto a los cotizantes y pensionados del Nuevo Sistema de Pensiones, como a los del antiguo sistema, retirar un porcentaje de los fondos acumulados en su cuenta de capitalización individual, adelantar el pago de sus rentas, o recibir un bono, en las condiciones que indica",21330,2021-04-28
13950-07,2020-12-15,Moción,"Modifica la Carta Fundamental, para establecer y regular un mecanismo excepcional de retiro de parte de los fondos previsionales, en las condiciones que indica",21330,2021-04-28
9448-13,2014-07-14,Moción,Establece el 27 de junio como día nacional del trabajador del transporte público.,21326,2021-04-22
12661-31,2019-05-27,Mensaje,Establece el Sistema Red Integral de Protección Social,21322,2021-04-21
8970-06,2013-06-04,Mensaje,Ley de Migración y Extranjería.,21325,2021-04-20
13468-03,2020-04-28,Moción,"Modifica la ley N°19.496, que Establece normas sobre protección de los derechos de los consumidores, en materia de límites a la cobranza telefónica de créditos de consumo",21320,2021-04-20
13573-03,2020-06-09,Moción,"Modifica la ley N°19.496, que Establece normas sobre protección de los derechos de los consumidores, para prohibir acciones de cobranza extrajudicial de deudas contraídas con proveedores de bienes y servicios de primera necesidad, durante un estado de excepción constitucional de catástrofe",21320,2021-04-20
10162-05,2015-07-01,Mensaje,"Modifica las leyes N°s 18.045 y 18.046, para establecer nuevas exigencias de transparencia y reforzamiento de responsabilidades de los agentes de los mercados.",21314,2021-04-13
13987-21,2021-01-05,Mensaje,Establece una excepción a la Ley General de Pesca y Acuicultura en materia de remanente no consumido de cuotas anuales de captura durante el año 2020.,21321,2021-04-13
14138-07,2021-03-30,Mensaje,"Reforma constitucional que posterga las próximas elecciones municipales, de gobernadores regionales y de convencionales constituyentes, en consideración a la pandemia de Covid-19",21324,2021-04-07
14117-05,2021-03-23,Mensaje,Establece un nuevo Bono Clase Media y un préstamo solidario para la protección de los ingresos de la clase media,21323,2021-04-06
13955-07,2020-12-15,Moción,Excusa a las mujeres embarazadas durante todo el período de gestación y a aquellas con hijos o hijas menores de dos años de las labores de vocal de mesa.,21319,2021-04-06
13805-01,2020-09-23,Moción,"Modifica la ley N°19.162, para aumentar sanciones a quienes adulteren o falsifiquen información en el sistema de trazabilidad del ganado y la carne",21316,2021-03-30
14022-06,2021-01-20,Moción,Amplía el plazo de autorización para que el Congreso Nacional sesione por medios telemáticos.,21318,2021-03-27
14064-07,2021-03-02,Mensaje,"Amplía a dos días el plazo para celebrar las próximas elecciones municipales, de gobernadores regionales y de convencionales constituyentes.",21317,2021-03-17
14063-07,2021-03-02,Moción,Modifica las normas para la realización de las elecciones en el año 2021.,21317,2021-03-17
14062-07,2021-03-02,Moción,Establece atribuciones para que el Consejo Directivo del Servicio Electoral acuerde la realización de elecciones en dos días consecutivos.,21317,2021-03-17
14065-07,2021-03-02,Mensaje,Reforma constitucional en materia de propaganda electoral de los candidatos a convencionales constituyentes,21315,2021-03-06
14005-15,2021-01-13,Moción,Prorroga la vigencia de las licencias de conducir.,21313,2021-02-18
13305-06,2020-03-17,Mensaje,Modifica diversos cuerpos legales para perfeccionar la legislación electoral vigente y fortalecer la democracia,21311,2021-02-16
14021-13,2021-01-20,Mensaje,"Proyecto de ley, iniciado en mensaje de S. E. el Presidente de la República, que extiende la vigencia de los beneficios establecidos en las leyes  Nos 21.227 y 21.263.",21312,2021-02-15
12058-08,2018-09-03,Mensaje,Sobre eficiencia energética.,21305,2021-02-13
11489-08,2017-11-07,Moción,Para promocionar la eficiencia energética en sectores con consumo energético relevante.,21305,2021-02-13
13989-11,2021-01-05,Mensaje,Concede beneficios al personal de la atención primaria de salud,21308,2021-02-06
12649-25,2019-05-16,Moción,"Modifica la ley Nº 17.798, sobre Control de Armas, y otras disposiciones, para sancionar penalmente la fabricación, importación, comercialización, distribución, venta, entrega a cualquier título, y el uso de fuegos artificiales, en las condiciones que indica.",21310,2021-02-03
12656-25,2019-05-16,Moción,"Modifica la ley N° 17.798, sobre Control de Armas, para tipificar como delito el uso y manipulación no autorizada de fuegos artificiales, artículos pirotécnicos y otros artefactos de similar naturaleza",21310,2021-02-03
13970-05,2020-12-21,Mensaje,"Modifica el Fondo de Garantía para Pequeños y Medianos Empresarios (FOGAPE), con el objeto de potenciar la reactivación y recuperación de la economía",21307,2021-02-03
13853-13,2020-10-27,Mensaje,Establece beneficio que indica para los afiliados y pensionados calificados como enfermos terminales,21309,2021-02-01
10913-31,2016-09-28,Moción,"Modifica la ley N° 20.422, que establece normas sobre igualdad de oportunidades e inclusión social de personas con discapacidad, para promover el uso de lengua de señas en los ámbitos educacional y laboral",21303,2021-01-22
11603-31,2018-01-24,Moción,"Modifica la ley N°20.422, que Establece normas sobre igualdad de oportunidades e inclusión social de personas con discapacidad, para exigir la enseñanza de la lengua de señas en los establecimientos educacionales",21303,2021-01-22
11928-31,2018-07-18,Moción,"Modifica la ley N°20.422, que Establece normas sobre igualdad de oportunidades e inclusión social de personas con discapacidad, para consagrar el reconocimiento de la lengua de señas chilena, su enseñanza y difusión, como medida de integración de las personas sordas.",21303,2021-01-22
11339-11,2017-07-26,Moción,Para que las empresas cuenten con tarifas especiales para los pacientes electro dependientes.,21304,2021-01-12
11338-11,2017-07-26,Moción,Sobre suministro ininterrumpido de electricidad para personas electro dependientes.,21304,2021-01-12
13848-03,2020-10-27,Moción,"Prorroga los efectos de la ley Nº 21.249, que dispone, de manera excepcional, las medidas que indica en favor de los usuarios finales de servicios sanitarios, electricidad y gas de red.",21301,2021-01-05
12027-07,2018-08-17,Mensaje,Crea el Servicio de Protección a la Niñez y modifica normas legales que indica,21302,2021-01-05
13809-03,2020-09-23,Mensaje,Permite la postergación de cuotas de créditos hipotecarios y crea garantía estatal para caucionar el pago de las cuotas postergadas,21299,2021-01-04
12362-11,2019-01-08,Moción,"Amplía la posibilidad de donación de órganos entre vivos, incluyendo a los parientes por afinidad.",21300,2021-01-02
13960-05,2020-12-16,Mensaje,"Otorga reajuste de remuneraciones a los trabajadores del sector público, concede aguinaldos que señala, concede otros beneficios que indica, y modifica diversos cuerpos legales",21306,2020-12-31
11759-24,2018-05-29,Moción,Establece el día 23 de febrero de cada año como el Día Nacional del Rotario,21291,2020-12-26
9695-29,2014-11-04,Moción,Establece el Día Nacional del Yoga.,21297,2020-12-26
13129-07,2019-12-17,Moción,"Modifica la Carta Fundamental, para reservar escaños a representantes de los pueblos originarios en la integración del órgano constituyente que se conforme para la creación de una nueva Constitución Política de la República",21298,2020-12-23
10552-24,2016-03-02,Moción,Autoriza la construcción de un monumento en homenaje a don Sven Olof Joachim Palme,21293,2020-12-19
12627-24,2019-05-09,Moción,Declara el último día de febrero de cada año como el Día Nacional de la Educación y Concientización sobre las Enfermedades poco Frecuentes,21292,2020-12-17
13585-04,2020-06-16,Moción,"Prohíbe a los establecimientos educacionales particulares subvencionados, y particulares pagados, negar la matrícula para el año 2021 a estudiantes que presentan deuda, en el contexto de la crisis económica producto de la pandemia por Covid-19",21290,2020-12-17
13820-05,2020-09-30,Mensaje,Ley de Presupuestos del sector público correspondiente al año 2021,21289,2020-12-16
13768-04,2020-09-07,Mensaje,"Establece normas excepcionales para el pago de las subvenciones educacionales del decreto con fuerza de ley N°2, de 1998, del Ministerio de Educación, ley de subvenciones, en el contexto de la pandemia por Covid-19",21294,2020-12-15
13655-05,2020-07-17,Mensaje,Crea el Fondo de Emergencia Transitorio Covid-19,21288,2020-12-14
10068-21,2015-05-20,Moción,"Modifica la ley N°18.892, General de Pesca y Acuicultura, en cuanto a la definición de embarcación pesquera artesanal y sus condiciones de habitabilidad.",21287,2020-12-12
13914-13,2020-11-18,Mensaje,Establece un retiro único y extraordinario de fondos previsionales en las condiciones que indica.,21295,2020-12-10
13790-07,2020-09-14,Moción,"Modifica la Carta Fundamental, para facilitar la suscripción de patrocinios y la declaración e inscripción de listas de candidaturas independientes, con miras a la elección de los integrantes del órgano constituyente a que se refiere su disposición vigésimo novena transitoria",21296,2020-12-10
12277-15,2018-11-28,Moción,Modifica la Ley General de Telecomunicaciones en lo relativo a la funcionalidad del servicio de radiodifusión a objeto de favorecer la comunicación en situaciones de emergencia y catástrofe.,21285,2020-11-26
12743-15,2019-07-03,Moción,Proyecto de ley que prorroga la vigencia de la ley N° 20.867.,21286,2020-11-17
13705-15,2020-08-11,Mensaje,"Modifica la ley N°20.958, que Establece un sistema de aportes al espacio público, en lo que respecta a la entrada en vigencia de las mitigaciones directas en el sistema de movilidad local",21284,2020-11-12
12344-34,2018-12-20,Moción,Declara el 19 de diciembre de cada año como el Día Nacional contra el Femicidio,21282,2020-11-10
12327-13,2018-12-18,Moción,Incorpora al procedimiento de tutela de derechos fundamentales a todos los funcionarios públicos y municipales.,21280,2020-11-09
12322-13,2018-12-18,Moción,Relativo al ámbito de aplicación del procedimiento de tutela laboral.,21280,2020-11-09
9476-13,2014-08-05,Moción,Hace aplicable a los funcionarios públicos y municipales el procedimiento de tutela laboral contemplado en el Código del Trabajo para la protección de garantías fundamentales.,21280,2020-11-09
13751-13,2020-08-31,Mensaje,"Reajusta el monto del ingreso mínimo mensual, así como la asignación familiar y maternal, y el subsidio familiar",21283,2020-11-07
13642-11,2020-07-13,Moción,"Modifica el Código Sanitario para regular la realización de estudios y ensayos clínicos, tendientes a la obtención de productos farmacéuticos y dispositivos médicos, para el combate de las enfermedades que motivan una alerta sanitaria",21278,2020-11-06
13475-06,2020-05-05,Moción,Proyecto de ley que permite postular al cargo de Concejal a los ciudadanos que cuenten con certificado de Cuarto Medio para Fines Laborales.,21281,2020-11-05
